ISO3,Year,WomenBusLawIndex,PaidParentalLeave
WSM,2016,75,No
WSM,2017,75,No
WSM,2018,75,No
WSM,2019,75,No
WSM,2020,75,No
WSM,2021,75,No
WSM,2022,75,No
WSM,2023,75,No
WSM,2024,75,No
YEM,1971,23.8,No
YEM,1972,23.8,No
YEM,1973,23.8,No
YEM,1974,23.8,No
YEM,1975,23.8,No
YEM,1976,23.8,No
YEM,1977,23.8,No
YEM,1978,23.8,No
YEM,1979,23.8,No
YEM,1980,23.8,No
YEM,1981,23.8,No
YEM,1982,23.8,No
YEM,1983,23.8,No
YEM,1984,23.8,No
YEM,1985,23.8,No
YEM,1986,23.8,No
YEM,1987,23.8,No
YEM,1988,23.8,No
YEM,1989,23.8,No
YEM,1990,23.8,No
YEM,1991,23.8,No
YEM,1992,23.8,No
YEM,1993,23.8,No
YEM,1994,23.8,No
YEM,1995,23.8,No
YEM,1996,23.8,No
YEM,1997,23.8,No
YEM,1998,23.8,No
YEM,1999,23.8,No
YEM,2000,23.8,No
YEM,2001,23.8,No
YEM,2002,23.8,No
YEM,2003,23.8,No
YEM,2004,23.8,No
YEM,2005,23.8,No
YEM,2006,23.8,No
YEM,2007,23.8,No
YEM,2008,23.8,No
YEM,2009,26.9,No
YEM,2010,26.9,No
YEM,2011,26.9,No
YEM,2012,26.9,No
YEM,2013,26.9,No
YEM,2014,26.9,No
YEM,2015,26.9,No
YEM,2016,26.9,No
YEM,2017,26.9,No
YEM,2018,26.9,No
YEM,2019,26.9,No
YEM,2020,26.9,No
YEM,2021,26.9,No
YEM,2022,26.9,No
YEM,2023,26.9,No
YEM,2024,26.9,No
ZAF,1971,25.6,No
ZAF,1972,25.6,No
ZAF,1973,25.6,No
ZAF,1974,25.6,No
ZAF,1975,25.6,No
ZAF,1976,25.6,No
ZAF,1977,25.6,No
ZAF,1978,25.6,No
ZAF,1979,25.6,No
ZAF,1980,25.6,No
ZAF,1981,25.6,No
ZAF,1982,25.6,No
ZAF,1983,25.6,No
ZAF,1984,25.6,No
ZAF,1985,28.8,No
ZAF,1986,33.8,No
ZAF,1987,33.8,No
ZAF,1988,33.8,No
ZAF,1989,38.8,No
ZAF,1990,38.8,No
ZAF,1991,38.8,No
ZAF,1992,38.8,No
ZAF,1993,41.9,No
ZAF,1994,41.9,No
ZAF,1995,59.4,No
ZAF,1996,59.4,No
ZAF,1997,61.9,No
ZAF,1998,65,No
ZAF,1999,70,No
ZAF,2000,75.6,No
ZAF,2001,78.8,No
ZAF,2002,78.8,No
ZAF,2003,78.8,No
ZAF,2004,78.8,No
ZAF,2005,78.8,No
ZAF,2006,78.8,No
ZAF,2007,78.8,No
ZAF,2008,78.8,No
ZAF,2009,78.8,No
ZAF,2010,78.8,No
ZAF,2011,78.8,No
ZAF,2012,78.8,No
ZAF,2013,81.9,No
ZAF,2014,81.9,No
ZAF,2015,88.1,No
ZAF,2016,88.1,No
ZAF,2017,88.1,No
ZAF,2018,88.1,No
ZAF,2019,88.1,No
ZAF,2020,88.1,No
ZAF,2021,88.1,No
ZAF,2022,88.1,No
ZAF,2023,88.1,No
ZAF,2024,88.1,No
ZMB,1971,46.9,No
ZMB,1972,46.9,No
ZMB,1973,46.9,No
ZMB,1974,46.9,No
ZMB,1975,46.9,No
ZMB,1976,46.9,No
ZMB,1977,46.9,No
ZMB,1978,46.9,No
ZMB,1979,46.9,No
ZMB,1980,46.9,No
ZMB,1981,46.9,No
ZMB,1982,46.9,No
ZMB,1983,46.9,No
ZMB,1984,49.4,No
ZMB,1985,49.4,No
ZMB,1986,49.4,No
ZMB,1987,49.4,No
ZMB,1988,49.4,No
ZMB,1989,49.4,No
ZMB,1990,54.4,No
ZMB,1991,54.4,No
ZMB,1992,54.4,No
ZMB,1993,57.5,No
ZMB,1994,60.6,No
ZMB,1995,60.6,No
ZMB,1996,60.6,No
ZMB,1997,60.6,No
ZMB,1998,60.6,No
ZMB,1999,60.6,No
ZMB,2000,60.6,No
ZMB,2001,60.6,No
ZMB,2002,60.6,No
ZMB,2003,60.6,No
ZMB,2004,60.6,No
ZMB,2005,60.6,No
ZMB,2006,60.6,No
ZMB,2007,60.6,No
ZMB,2008,60.6,No
ZMB,2009,60.6,No
ZMB,2010,60.6,No
ZMB,2011,60.6,No
ZMB,2012,60.6,No
ZMB,2013,63.1,No
ZMB,2014,63.1,No
ZMB,2015,63.1,No
ZMB,2016,63.1,No
ZMB,2017,78.8,No
ZMB,2018,78.8,No
ZMB,2019,78.8,No
ZMB,2020,81.3,No
ZMB,2021,81.3,No
ZMB,2022,81.3,No
ZMB,2023,81.3,No
ZMB,2024,81.3,No
ZWE,1971,36.9,No
ZWE,1972,36.9,No
ZWE,1973,36.9,No
ZWE,1974,36.9,No
ZWE,1975,36.9,No
ZWE,1976,36.9,No
ZWE,1977,36.9,No
ZWE,1978,36.9,No
ZWE,1979,36.9,No
ZWE,1980,36.9,No
ZWE,1981,36.9,No
ZWE,1982,36.9,No
ZWE,1983,36.9,No
ZWE,1984,52.5,No
ZWE,1985,52.5,No
ZWE,1986,52.5,No
ZWE,1987,52.5,No
ZWE,1988,52.5,No
ZWE,1989,55,No
ZWE,1990,55,No
ZWE,1991,55,No
ZWE,1992,55,No
ZWE,1993,57.5,No
ZWE,1994,57.5,No
ZWE,1995,66.9,No
ZWE,1996,66.9,No
ZWE,1997,66.9,No
ZWE,1998,66.9,No
ZWE,1999,66.9,No
ZWE,2000,70,No
ZWE,2001,70,No
ZWE,2002,70,No
ZWE,2003,70,No
ZWE,2004,75.6,No
ZWE,2005,75.6,No
ZWE,2006,75.6,No
ZWE,2007,84.4,No
ZWE,2008,86.9,No
ZWE,2009,86.9,No
ZWE,2010,86.9,No
ZWE,2011,86.9,No
ZWE,2012,86.9,No
ZWE,2013,86.9,No
ZWE,2014,86.9,No
ZWE,2015,86.9,No
ZWE,2016,86.9,No
ZWE,2017,86.9,No
ZWE,2018,86.9,No
ZWE,2019,86.9,No
ZWE,2020,86.9,No
ZWE,2021,86.9,No
ZWE,2022,86.9,No
ZWE,2023,86.9,No
ZWE,2024,86.9,No
